Record Length,Analog:700
Sample Interval,CH1:0.0000010000000 CH2:0.0000010000000
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:0.50 CH2:0.50,,,
Vertical Offset,CH1:0.48000 CH2:0.49000,,,
Horizontal Units,us,,,
Horizontal Scale,500.0000000000,,,
Model Number,SDS1202X-E,,,
Serial Number,SDS1ECDD2R8248,,,
Software Version,1.3.26,,,
Source,CH1,CH2
Second,Volt,Volt
 0.00674500000,-1.84000,-1.81000
 0.00674600000,-1.84000,-1.83000
 0.00674700000,-1.90000,-1.75000
 0.00674800000,-1.82000,-1.69000
 0.00674900000,-1.78000,-1.63000
 0.00675000000,-1.74000,-1.57000
 0.00675100000,-1.68000,-1.53000
 0.00675200000,-1.66000,-1.51000
 0.00675300000,-1.64000,-1.49000
 0.00675400000,-1.62000,-1.45000
 0.00675500000,-1.58000,-1.41000
 0.00675600000,-1.56000,-1.41000
 0.00675700000,-1.58000,-1.39000
 0.00675800000,-1.58000,-1.39000
 0.00675900000,-1.56000,-1.41000
 0.00676000000,-1.56000,-1.41000
 0.00676100000,-1.56000,-1.39000
 0.00676200000,-1.54000,-1.39000
 0.00676300000,-1.52000,-1.39000
 0.00676400000,-1.54000,-1.37000
 0.00676500000,-1.54000,-1.37000
 0.00676600000,-1.52000,-1.39000
 0.00676700000,-1.54000,-1.37000
 0.00676800000,-1.32000,-1.31000
 0.00676900000,-1.34000,-1.35000
 0.00677000000,-1.40000,-1.41000
 0.00677100000,-1.42000,-1.43000
 0.00677200000,-1.48000,-1.49000
 0.00677300000,-1.52000,-1.55000
 0.00677400000,-1.60000,-1.59000
 0.00677500000,-1.62000,-1.63000
 0.00677600000,-1.66000,-1.67000
 0.00677700000,-1.68000,-1.69000
 0.00677800000,-1.72000,-1.71000
 0.00677900000,-1.72000,-1.73000
 0.00678000000,-1.76000,-1.75000
 0.00678100000,-1.78000,-1.77000
 0.00678200000,-1.78000,-1.81000
 0.00678300000,-1.82000,-1.81000
 0.00678400000,-1.82000,-1.81000
 0.00678500000,-1.84000,-1.85000
 0.00678600000,-1.92000,-1.81000
 0.00678700000,-1.86000,-1.69000
 0.00678800000,-1.76000,-1.61000
 0.00678900000,-1.74000,-1.59000
 0.00679000000,-1.68000,-1.55000
 0.00679100000,-1.66000,-1.49000
 0.00679200000,-1.64000,-1.49000
 0.00679300000,-1.60000,-1.47000
 0.00679400000,-1.58000,-1.43000
 0.00679500000,-1.58000,-1.43000
 0.00679600000,-1.58000,-1.41000
 0.00679700000,-1.56000,-1.41000
 0.00679800000,-1.56000,-1.41000
 0.00679900000,-1.54000,-1.37000
 0.00680000000,-1.54000,-1.41000
 0.00680100000,-1.56000,-1.37000
 0.00680200000,-1.52000,-1.37000
 0.00680300000,-1.54000,-1.37000
 0.00680400000,-1.54000,-1.39000
 0.00680500000,-1.54000,-1.37000
 0.00680600000,-1.52000,-1.39000
 0.00680700000,-1.54000,-1.37000
 0.00680800000,-1.52000,-1.37000
 0.00680900000,-1.54000,-1.37000
 0.00681000000,-1.54000,-1.37000
 0.00681100000,-1.52000,-1.39000
 0.00681200000,-1.52000,-1.39000
 0.00681300000,-1.54000,-1.37000
 0.00681400000,-1.52000,-1.37000
 0.00681500000,-1.54000,-1.39000
 0.00681600000,-1.54000,-1.39000
 0.00681700000,-1.50000,-1.39000
 0.00681800000,-1.54000,-1.37000
 0.00681900000,-1.54000,-1.39000
 0.00682000000,-1.54000,-1.37000
 0.00682100000,-1.30000,-1.31000
 0.00682200000,-1.34000,-1.33000
 0.00682300000,-1.40000,-1.39000
 0.00682400000,-1.44000,-1.45000
 0.00682500000,-1.50000,-1.51000
 0.00682600000,-1.54000,-1.57000
 0.00682700000,-1.66000,-1.51000
 0.00682800000,-1.62000,-1.49000
 0.00682900000,-1.60000,-1.47000
 0.00683000000,-1.60000,-1.43000
 0.00683100000,-1.58000,-1.41000
 0.00683200000,-1.58000,-1.41000
 0.00683300000,-1.56000,-1.39000
 0.00683400000,-1.54000,-1.41000
 0.00683500000,-1.54000,-1.41000
 0.00683600000,-1.54000,-1.39000
 0.00683700000,-1.54000,-1.39000
 0.00683800000,-1.56000,-1.39000
 0.00683900000,-1.52000,-1.39000
 0.00684000000,-1.52000,-1.37000
 0.00684100000,-1.54000,-1.39000
 0.00684200000,-1.52000,-1.39000
 0.00684300000,-1.54000,-1.37000
 0.00684400000,-1.54000,-1.39000
 0.00684500000,-1.54000,-1.37000
 0.00684600000,-1.52000,-1.39000
 0.00684700000,-1.52000,-1.39000
 0.00684800000,-1.54000,-1.39000
 0.00684900000,-1.54000,-1.39000
 0.00685000000,-1.52000,-1.37000
 0.00685100000,-1.54000,-1.35000
 0.00685200000,-1.54000,-1.37000
 0.00685300000,-1.52000,-1.37000
 0.00685400000,-1.54000,-1.35000
 0.00685500000,-1.52000,-1.35000
 0.00685600000,-1.54000,-1.35000
 0.00685700000,-1.54000,-1.37000
 0.00685800000,-1.54000,-1.35000
 0.00685900000,-1.54000,-1.39000
 0.00686000000,-1.52000,-1.37000
 0.00686100000,-1.34000,-1.33000
 0.00686200000,-1.30000,-1.31000
 0.00686300000,-1.36000,-1.35000
 0.00686400000,-1.42000,-1.41000
 0.00686500000,-1.46000,-1.49000
 0.00686600000,-1.52000,-1.53000
 0.00686700000,-1.58000,-1.55000
 0.00686800000,-1.66000,-1.51000
 0.00686900000,-1.62000,-1.47000
 0.00687000000,-1.62000,-1.43000
 0.00687100000,-1.58000,-1.43000
 0.00687200000,-1.56000,-1.43000
 0.00687300000,-1.56000,-1.39000
 0.00687400000,-1.54000,-1.39000
 0.00687500000,-1.56000,-1.41000
 0.00687600000,-1.56000,-1.39000
 0.00687700000,-1.56000,-1.39000
 0.00687800000,-1.54000,-1.39000
 0.00687900000,-1.54000,-1.39000
 0.00688000000,-1.52000,-1.39000
 0.00688100000,-1.54000,-1.37000
 0.00688200000,-1.54000,-1.39000
 0.00688300000,-1.54000,-1.39000
 0.00688400000,-1.54000,-1.37000
 0.00688500000,-1.54000,-1.39000
 0.00688600000,-1.54000,-1.39000
 0.00688700000,-1.54000,-1.39000
 0.00688800000,-1.34000,-1.37000
 0.00688900000,-1.28000,-1.31000
 0.00689000000,-1.34000,-1.35000
 0.00689100000,-1.42000,-1.43000
 0.00689200000,-1.48000,-1.47000
 0.00689300000,-1.52000,-1.49000
 0.00689400000,-1.54000,-1.57000
 0.00689500000,-1.60000,-1.61000
 0.00689600000,-1.64000,-1.63000
 0.00689700000,-1.66000,-1.65000
 0.00689800000,-1.70000,-1.71000
 0.00689900000,-1.72000,-1.73000
 0.00690000000,-1.76000,-1.75000
 0.00690100000,-1.78000,-1.77000
 0.00690200000,-1.76000,-1.79000
 0.00690300000,-1.80000,-1.81000
 0.00690400000,-1.80000,-1.81000
 0.00690500000,-1.84000,-1.85000
 0.00690600000,-1.86000,-1.85000
 0.00690700000,-1.88000,-1.75000
 0.00690800000,-1.80000,-1.67000
 0.00690900000,-1.74000,-1.61000
 0.00691000000,-1.70000,-1.57000
 0.00691100000,-1.66000,-1.51000
 0.00691200000,-1.62000,-1.49000
 0.00691300000,-1.62000,-1.45000
 0.00691400000,-1.60000,-1.45000
 0.00691500000,-1.58000,-1.45000
 0.00691600000,-1.58000,-1.41000
 0.00691700000,-1.58000,-1.41000
 0.00691800000,-1.56000,-1.41000
 0.00691900000,-1.54000,-1.41000
 0.00692000000,-1.56000,-1.41000
 0.00692100000,-1.54000,-1.39000
 0.00692200000,-1.56000,-1.39000
 0.00692300000,-1.52000,-1.37000
 0.00692400000,-1.54000,-1.39000
 0.00692500000,-1.52000,-1.37000
 0.00692600000,-1.52000,-1.39000
 0.00692700000,-1.54000,-1.37000
 0.00692800000,-1.52000,-1.37000
 0.00692900000,-1.54000,-1.39000
 0.00693000000,-1.52000,-1.37000
 0.00693100000,-1.52000,-1.39000
 0.00693200000,-1.54000,-1.35000
 0.00693300000,-1.52000,-1.37000
 0.00693400000,-1.54000,-1.39000
 0.00693500000,-1.52000,-1.35000
 0.00693600000,-1.54000,-1.39000
 0.00693700000,-1.52000,-1.39000
 0.00693800000,-1.54000,-1.37000
 0.00693900000,-1.52000,-1.37000
 0.00694000000,-1.54000,-1.35000
 0.00694100000,-1.32000,-1.33000
 0.00694200000,-1.32000,-1.33000
